PlayerId|Position|Player|Salary
706|SF|Sam Dekker|3119.10547110809
707|SG|Luis Montero|2768.49666475318
708|SG|Sonny Weems|NA
709|PG|Joe Young|2859.3110277053
710|PF|Royce White|NA
711|SG|Scotty Hopson|2922.63015992939
712|SF|Troy Williams|3371.45557311702
713|SG|Andrew Harrison|3947.47140226806
714|PF|Jarell Martin|3627.27360067341
715|PG|Wade Baldwin IV|2891.85323443427
716|SG|Malachi Richardson|3174.40246380866
717|PF|Skal Labissiere|3725.39821319821
718|PF|Kyle Wiltjer|3156.82912303756
719|PF|Dorian Finney-Smith|2970.41373399348
720|SF|Nicolas Brussino|2948.82895186929
721|C|AJ Hammons|3116.60203314386
722|PG|Jonathan Gibson|3124.67857417651
723|PF|Domantas Sabonis|4286.1298121142
724|PG|Semaj Christon|3094.43969614522
725|SG|Alex Abrines|3382.89561047086
726|PF|Josh Powell|NA
727|PG|Sergio Rodriguez|4120.25480738403
728|PF|Dario Saric|5470.23802336989
729|PG|T.J. McConnell|4644.77107865123
730|PF|Davis Bertans|3157.33935983541
731|PF|Marquese Chriss|3724.32492482476
732|PF|Dragan Bender|3631.18478901346
733|PG|Tyler Ulis|4382.13775232052
734|PG|C.J. Watson|2851.83664354421
735|SG|Tim Quarterman|2623.56139420428
736|SF|Jake Layman|3251.37407615781
737|PG|Malcolm Delaney|3380.44952457465
738|SF|Taurean Prince|4169.27125841064
739|PG|Kalin Lucas|NA
740|SG|RJ Hunter|2773.49189082161
741|PG|Nicolas Laprovittola|2748.2016265858
742|PG|Dejounte Murray|3784.52975215473
743|SG|Bryn Forbes|3439.80850818022
744|SF/PF|Kevon Looney|3069.41271800801
745|PF|Pascal Siakam|3397.5787293911
746|C|Jakob Poeltl|3180.61044297845
747|SF|Otto Porter Jr.|5883.81151613175
748|SF|Kelly Oubre Jr.|4153.84722875515
749|SG|Tomas Satoransky|3741.15498481954
750|SF|Timothe Luwawu-Cabarrot|3514.74243838034
751|PG|Delon Wright|3848.75144425757
752|PF|Jordan Mickey|3413.87598668722
753|SF|Paul Zipser|3349.99560788635
754|PG|Kris Dunn|4877.35367799747
755|SG|Jamal Murray|4666.49791295497
756|PF|Juan Hernangomez|3585.6437812501
757|C|Ivica Zubac|3534.53943338467
758|PG|Pierre Jackson|3241.85106209479
759|PF|Henry Ellenson|3359.80972809654
760|SG|Buddy Hield|4504.68188896371
761|PG|Yogi Ferrell|4205.57484372468
762|SG|Patrick McCaw|3207.81542201459
763|PF|Alex Stepheson|NA
764|C|Deyonta Davis|2974.65664203301
765|SG|Michael Gbinije|2788.20472648367
766|SF|Jaylen Brown|4504.56112370808
767|PF|Chris McCullough|2753.82711729035
768|PF|Georges Niang|3209.45589873008
769|SF|Mindaugas Kuzminskas|2951.52047596112
770|SG|Malcolm Brogdon|4455.59609221558
771|PF|Thon Maker|3353.04914299666
772|C|Stephen Zimmerman|2764.51277788728
773|SG|Denzel Valentine|4202.19307550079
774|C|Damian Jones|2548.75822045895
775|PF|Cheick Diallo|3316.58991831068
776|SG|Marcus Georges-Hunt|2871.13241208717
777|SG|Luke Kennard|3304.11814570796
778|PF|Cliff Alexander|NA
779|SG|Treveon Graham|2960.83023065701
780|PG|Fred VanVleet|3355.6065151283
781|C|Willy Hernangomez|4291.49627935302
782|PF|Maurice Ndour|3255.96229908913
783|C|Marshall Plumlee|2883.79181656055
784|PF|Rakeem Christmas|3081.39164121822
785|SG|Malik Beasley|2838.15203468696
786|PF|Joel Bolomboy|2888.65626660176
787|SF|DeAndre' Bembry|3113.51126981599
788|C|Joel Embiid|8660.58595182329
789|F|Bryce Dejean-Jones|NA
790|SF|Thanasis Antetokounmpo|NA
791|SG|Jarell Eddie|3140.93431443907
792|SG|Ron Baker|3269.6852528149
793|C|Daniel Ochefu|2996.91880496381
794|SF|James Ennis III|3889.08026520481
795|PG|Demetrius Jackson|2775.6031381432
796|PF|Alan Williams|4430.01615344537
797|SF|Derrick Jones Jr.|3363.71667346393
798|PG|Ben Simmons|9242.47249333933
799|C|Jarrett Allen|3606.81352255633
800|SG|Brandon Paul|3570.76081550399
801|PF|Bam Adebayo|3876.86748558772
802|PF|Okaro White|2985.43985146359
803|PF|TJ Leaf|2984.1593454263
804|C|Ike Anigbogu|3193.91087600961
805|SF|Alex Poythress|2978.59915510648
806|SF|Josh Huestis|2945.63393198675
807|SG|Terrance Ferguson|2948.61741839319
808|SF|Dillon Brooks|4314.64689217267
809|PG|Dennis Smith Jr.|5457.18444839635
810|PG|J.J. Barea|4866.76193909127
811|SG|Donovan Mitchell|6677.80331087374
812|SG|Sheldon McClellan|2743.40334612813
813|C|Diamond Stone|2905.55781517178
814|PG|Bobby Brown|3020.58615997643
815|PG|Keith Appling|NA
816|SF|Branden Dawson|NA
817|SG|Axel Toupane|3088.37269323412
818|PG|Briante Weber|2755.14134215191
819|PG|Xavier Munford|2833.20299307816
820|SG|John Holland|3051.96174460209
821|SF|Cedi Osman|3112.14858077827
822|PG|Frank Ntilikina|3739.20495783377
823|SG|Damyean Dotson|2981.52273824438
824|PF|Lauri Markkanen|5579.87142767725
825|PG|David Nwaba|3561.24134456167
826|SF|Royce O'Neale|3276.94019726889
827|PG|Gary Payton II|2853.78569597632
828|PF|D.J. Wilson|2892.01054042205
829|PG|Derrick White|3214.23282296164
830|SF|Josh Jackson|4383.44683470176
831|SG|Danuel House|3156.70072092729
832|C|Zach Collins|3494.36932533599
833|SF|OG Anunoby|3630.54905440413
834|SG|Bogdan Bogdanovic|4945.66157920797
835|PG|De'Aaron Fox|4954.64277042999
836|SF|Justin Jackson|3096.47485025583
837|PG|Frank Mason|3738.79446225354
838|SF|Jayson Tatum|5883.02652646957
839|PF|Semi Ojeleye|2968.70311997815
840|PF|Daniel Theis|3284.39274927226
841|F|Maxi Kleber|3473.62980490584
842|SG|Antonius Cleveland|3200.69752698764
843|SG|Furkan Korkmaz|3266.67408007197
844|C|Georgios Papagiannis|3092.895001093
845|F|Jarrod Uthoff|3084.30725396611
846|PG|Isaiah Taylor|3009.34379528518
847|PF|Chinanu Onuaku|2964.18434651569
848|G|Wayne Selden|3155.24185834861
849|PF|Shawn Long|3798.63835796714
850|F|J.J. O'Brien|NA
851|SG|Patricio Garino|3020.29323340394
852|PF|Coty Clarke|NA
853|PG|Chasson Randle|3288.90824190378
854|PG|Quinn Cook|3011.95085039944
855|SG|Torrey Craig|3266.40502911061
856|PF|John Collins|5145.99710538928
857|SG|Tyler Dorsey|3347.66373016764
858|PF|Johnny O'Bryant III|3262.49972814694
859|PF|Kyle Kuzma|5698.77241436512
860|SG|Alex Caruso|3185.56305498001
861|SG|Josh Hart|3946.33874596597
862|C|Tony Bradley|2740.73994099163
863|SG|Sindarius Thornwell|3257.85939019929
864|PG|Jawun Evans|3104.22050777823
865|SF|Andrew White|3031.93206080468
866|SG|Trey McKinney-Jones|3009.14387837984
867|SG|Malik Monk|3651.19015049355
868|SG|Dwayne Bacon|3431.39712040604
869|SG|Sterling Brown|3133.94108299306
870|PF|Ante Zizic|3136.38548712375
871|PF|Ivan Rabb|2981.1701265513
872|C|Edy Tavares|3075.94936746173
873|PF|Duje Dukan|NA
874|F|Alfonzo McKinnie|3057.24111311138
875|SG|Antonio Blakeney|2856.85497273807
876|C|Dakari Johnson|3145.70838819258
877|PF|Caleb Swanigan|3497.37905675888
878|PG|Walter Lemon Jr.|2820.38564491086
879|SG|Tyrone Wallace|4305.12079968436
880|PG|Milos Teodosic|5207.12743501715
881|PF|Tyler Cavanaugh|3409.43389337895
882|PG|Kobi Simmons|3444.35377284501
883|SG|C.J. Williams|3100.83863687515
884|SG|Wes Iwundu|3077.49519223125
885|C|Khem Birch|3083.05516653636
886|PG|Kyle Collinsworth|3236.42794654006
887|SF|Jalen Jones|3011.77663472481
888|SG|Daniel Hamilton|3144.63226287626
889|PG|PJ Dozier|2971.94664585404
890|C|Thomas Bryant|2798.44531109557
891|PG|London Perrantes|3251.53369820118
892|SF|Abdel Nader|3222.75733198039
893|PG|Milton Doyle|3043.73404397629
894|PF|Alec Peters|3103.68200903758
895|SF|James Webb III|3119.55783753656
896|PG|Ryan Arcidiacono|3171.23231124133
897|SF|Nigel Hayes|3284.54559347592
898|SF|Jonathan Isaac|3556.95071946413
899|SG|Gian Clavell|3051.25403319885
900|PF|Jordan Bell|3760.72779398046
901|PG|Lonzo Ball|6801.48025927622
902|PG|Markelle Fultz|5625.84889257948
903|PG|Monte Morris|2842.5821101293
904|PF|Juancho Hernangomez|NA
905|SF|Erik McCree|3138.63552594557
906|PF|Zhou Qi|3158.53745550849
907|PG|Derrick Walton Jr.|3109.24854241312
908|SF|Derrick Jones Jr.|3041.27056523281
909|SF|Jacob Wiley|3109.22459685244
910|SF|Jamil Wilson|3065.17402058095
911|F|Brice Johnson|3230.05439481349
912|SF|Malcolm Miller|3118.87131608091
913|PG|Shaquille Harrison|2798.30554523505
914|G|Jaylen Morris|3080.73672037572
915|PF|Guerschon Yabusele|2771.38489075005
916|SF|Vincent Hunter|3012.96779117547
917|SG|Jamel Artis|2902.03653112985
918|PF|Mangok Mathiang|2926.57161187381
919|F|Josh Gray|3644.54191445722
920|SG|Davon Reed|3082.43577478919
921|PF|Luke Kornet|3446.29195168614
922|PF|Johnathan Motley|2954.70245336182
923|SF|Myke Henry|3211.72867179848
924|SG|Charles Cooke|2801.69195090421
925|PF|Isaiah Hicks|3213.58317411505
926|PG|Jacob Pullen|2844.53613054939
927|PG|Josh Magette|3215.37510068156
928|PG|Larry Drew II|3168.97703194991
929|PF|Ben Bentil|3062.77217064053
930|SG|Kadeem Allen|2900.53295614198
931|PF|Tyler Lydon|2980.64611083828
932|SF|Matt Costello|2709.45919831283
933|SG|Jabari Bird|3249.21477008611
934|SG|Xavier Rathan-Mayes|3776.83646320365
935|SG|Matt Williams Jr.|3133.21295552887
936|SG|Reggie Hearn|3002.34424844384
937|C|Mike Tobey|2830.74777983129
938|PG|Marcus Paige|2854.68163741753
939|PF|Ben Moore|3107.27217597887
940|PG|Naz Mitrou-Long|NA
941|SF|Andrew White III|3338.02947579883
942|SG|Rodney Purvis|NA
943|PF|Jameel Warney|NA
944|SG|Damion Lee|NA
945|PF|Chris Boucher|NA
946|G|Xavier Silas|NA
947|C|Justin Patton|NA
